pKa	marvin_pKa	marvin_atom	marvin_pKa_type	ISO_SMI	SMILES
3.84	3.7	25	basic	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
7.7	9.42	37	basic	C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1	C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
10.4	8.46	21	acidic	C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O	C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O
9.1	9.84	1	basic	C[NH+](C)CC1CCc2cc(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)ccc2C1	C[NH+](C)CC1CCc2cc(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)ccc2C1
8.4	8.46	1	basic	C[NH+](C)CCSc1nc2ccccc2cc1-c1ccccc1	C[NH+](C)CCSc1nc2ccccc2cc1-c1ccccc1
7.8	9.54	1	basic	C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21	C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21
7.9	9.44	1	basic	C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2Oc2ccccc21	C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2Oc2ccccc21
8.59	9.81	13	basic	Cc1[nH]c2ccccc2c1C1CC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1	Cc1[nH]c2ccccc2c1C1CC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1
7.955	9.24	12	basic	Cc1[nH]c2ccccc2c1CC[NH+]1CCc2cc(CCC(=O)N=O)ccc2C1	Cc1[nH]c2ccccc2c1CC[NH+]1CCc2cc(CCC(=O)N=O)ccc2C1
8.6	9.72	12	basic	Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(CCC(=O)N=O)cc1	Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(CCC(=O)N=O)cc1
7.74	7.24	18	acidic	Cc1c(-c2ccccc2)c(=O)oc2cc(O)ccc12	Cc1c(-c2ccccc2)c(=O)oc2cc(O)ccc12
3.86	3.39	23	acidic	Cc1c(CC(=O)[O-])c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1	Cc1c(CC(=O)[O-])c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1
9.0	7.13	17	basic	Cc1cc(C(=O)C[NH+]2CCCC2)c(C)n1-c1ccc(F)cc1	Cc1cc(C(=O)C[NH+]2CCCC2)c(C)n1-c1ccc(F)cc1
8.5	8.61	16	basic	Cc1cc(C)c2cc(C(=O)NC3CC[NH+](C)CC3)[nH]c2c1	Cc1cc(C)c2cc(C(=O)NC3CC[NH+](C)CC3)[nH]c2c1
4.4	5.0	6	basic	Cc1cc(C)nc(N2CCC3(CCCC(=O)N3Cc3cccc4[nH]ccc34)CC2)n1	Cc1cc(C)nc(N2CCC3(CCCC(=O)N3Cc3cccc4[nH]ccc34)CC2)n1
4.94	5.0	6	basic	Cc1cc(C)nc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1	Cc1cc(C)nc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1
4.8	5.0	6	basic	Cc1cc(C)nc(N2CCC3(CCCN(Cc4ccccc4-c4nc(C)no4)C3=O)CC2)n1	Cc1cc(C)nc(N2CCC3(CCCN(Cc4ccccc4-c4nc(C)no4)C3=O)CC2)n1
4.7	5.0	6	basic	Cc1cc(C)nc(N2CCC3(CCCN(Cc4cn(C)c5ccccc45)C3=O)CC2)n1	Cc1cc(C)nc(N2CCC3(CCCN(Cc4cn(C)c5ccccc45)C3=O)CC2)n1
4.75	5.0	6	basic	Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)cc4-c4ccccc4)C3=O)CC2)n1	Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)cc4-c4ccccc4)C3=O)CC2)n1
4.7	5.0	6	basic	Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)nc4-c4ccccc4)C3=O)CC2)n1	Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)nc4-c4ccccc4)C3=O)CC2)n1
7.9	6.99	4	basic	Cc1cc(N)nc2ccccc12	Cc1cc(N)nc2ccccc12
9.43	8.86	6	basic	Cc1cc(N2CCCC2)cc(/C=C/c2cccc(C(F)(F)F)c2)[nH+]1	Cc1cc(N2CCCC2)cc(/C=C/c2cccc(C(F)(F)F)c2)[nH+]1
9.46	10.6	21	acidic	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
8.3	9.4	28	basic	Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[NH+](C)C4CCOCC4)cc2)CCC3)cc1	Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[NH+](C)C4CCOCC4)cc2)CCC3)cc1
4.63	4.96	6	basic	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
3.4	2.82	29	basic	Cc1ccc(C)c(CN2C(=O)CCCC23CCN(c2cnc4ccccc4n2)CC3)c1	Cc1ccc(C)c(CN2C(=O)CCCC23CCN(c2cnc4ccccc4n2)CC3)c1
2.3	3.38	15	acidic	Cc1ccc(C)n1-c1ccc(C(=O)[O-])c(O)c1	Cc1ccc(C)n1-c1ccc(C(=O)[O-])c(O)c1
3.35	3.39	14	acidic	Cc1ccc(C)n1-c1ccc(Cl)cc1C(=O)[O-]	Cc1ccc(C)n1-c1ccc(Cl)cc1C(=O)[O-]
3.5	3.96	16	acidic	Cc1ccc(C)n1-c1ccc(SCC(=O)[O-])cc1	Cc1ccc(C)n1-c1ccc(SCC(=O)[O-])cc1
3.6	6.69	18	basic	Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1	Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1
3.9	4.26	18	basic	Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1	Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
4.2	4.11	10	acidic	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)[O-])c1	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)[O-])c1
5.2	5.83	6	basic	Cc1ccc(Nc2ncc(C(=O)N3CCCCC3)cc2Cl)cn1	Cc1ccc(Nc2ncc(C(=O)N3CCCCC3)cc2Cl)cn1
2.7	3.18	5	basic	Cc1ccc(OC(C)(C)C(=O)N[C@@H](C)[C@@H](Cc2ccc(OCCF)cc2)c2cccc(C#N)c2)nc1	Cc1ccc(OC(C)(C)C(=O)N[C@@H](C)[C@@H](Cc2ccc(OCCF)cc2)c2cccc(C#N)c2)nc1
3.8	3.6	20	acidic	Cc1ccc2c(=O)c3cccc(CC(=O)[O-])c3oc2c1C	Cc1ccc2c(=O)c3cccc(CC(=O)[O-])c3oc2c1C
9.8	9.43	11	acidic	Cc1ccc2c(c1)C(=O)C(=O)N2	Cc1ccc2c(c1)C(=O)C(=O)N2
7.6	6.3	10	basic	Cc1ccc2nc(N)ccc2c1	Cc1ccc2nc(N)ccc2c1
8.35	9.16	16	basic	Cc1cccc(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1	Cc1cccc(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1
4.2	4.14	4	basic	Cc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1	Cc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1
8.6	7.01	14	basic	Cc1csc2ccc3[nH]c4c(c3c12)C[NH+](C)CC4	Cc1csc2ccc3[nH]c4c(c3c12)C[NH+](C)CC4
3.9	2.19	7	basic	Cc1csc2ncnc(NCCc3ccc(Cl)cc3)c12	Cc1csc2ncnc(NCCc3ccc(Cl)cc3)c12
4.0	3.07	21	acidic	Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-]	Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-]
5.2	7.61	13	acidic	Cc1nc(-n2ccc([O-])cc2=O)sc1C(=O)NCc1ccccc1	Cc1nc(-n2ccc([O-])cc2=O)sc1C(=O)NCc1ccccc1
4.35	5.11	3	basic	Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1	Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1
4.45	4.06	9	acidic	Cc1nc(C(=O)[O-])ccc1N(C)Cc1cccc(Cl)c1	Cc1nc(C(=O)[O-])ccc1N(C)Cc1cccc(Cl)c1
5.0	4.81	24	basic	Cc1nc(N2CCN(CC3CC3)C2=O)sc1C(=O)NCc1cccnc1	Cc1nc(N2CCN(CC3CC3)C2=O)sc1C(=O)NCc1cccnc1
4.28	4.14	28	basic	Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccn1	Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccn1
9.0	9.09	22	basic	Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OC2CC[NH+](C3CCC3)CC2)cc1	Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OC2CC[NH+](C3CCC3)CC2)cc1
4.7	4.47	9	basic	Cc1nc2ccccn2c1C(=O)NCc1ccc(-c2ccccc2)cc1	Cc1nc2ccccn2c1C(=O)NCc1ccc(-c2ccccc2)cc1
5.1	4.47	9	basic	Cc1nc2ccccn2c1C(=O)NCc1ccc(Cl)cc1	Cc1nc2ccccn2c1C(=O)NCc1ccc(Cl)cc1
8.5	9.07	18	basic	Cc1nc[n+]([O-])c(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1	Cc1nc[n+]([O-])c(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1
6.0	6.08	2	basic	Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2C3CC4CC(C3)CC2C4)n1	Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2C3CC4CC(C3)CC2C4)n1
6.0	6.09	2	basic	Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2CCCCCC2)n1	Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2CCCCCC2)n1
4.18	5.44	25	basic	Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C	Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C
10.01	10.05	21	acidic	Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1	Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
8.9	8.68	20	basic	Clc1ccc(-c2ccc(-c3ccnc(N4CC[NH2+]CC4)n3)s2)cc1	Clc1ccc(-c2ccc(-c3ccnc(N4CC[NH2+]CC4)n3)s2)cc1
3.87	4.71	17	acidic	Clc1ccc(OCc2nn[n-]n2)c(C2CCCCC2)c1	Clc1ccc(OCc2nn[n-]n2)c(C2CCCCC2)c1
7.2	3.89	7	basic	Clc1ccc2c(c1)[NH+]=C(N1CCCCC1)c1ccccc1N2	Clc1ccc2c(c1)[NH+]=C(N1CCCCC1)c1ccccc1N2
8.375	8.76	24	basic	Cn1c(-c2ccc(C[NH+](C)C)cc2)cc2onc(-c3ccccc3)c2c1=O	Cn1c(-c2ccc(C[NH+](C)C)cc2)cc2onc(-c3ccccc3)c2c1=O
6.8	8.2	13	acidic	Cn1c(=O)n(NS(C)(=O)=O)c(=O)c2ccc(Cl)cc21	Cn1c(=O)n(NS(C)(=O)=O)c(=O)c2ccc(Cl)cc21
5.2	4.71	10	basic	Cn1c(N)nc2ccccc2c1=O	Cn1c(N)nc2ccccc2c1=O
6.5	5.9	14	acidic	Cn1cc(C(=O)[O-])c(=O)c2ccccc21	Cn1cc(C(=O)[O-])c(=O)c2ccccc21
9.5	9.77	9	basic	Fc1ccc([C@H]2CC[NH2+]C[C@@H]2COc2ccc3c(c2)OCO3)cc1	Fc1ccc([C@H]2CC[NH2+]C[C@@H]2COc2ccc3c(c2)OCO3)cc1
5.3	4.87	4	basic	Fc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1	Fc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1
4.94	5.79	14	acidic	Fc1ccc2c(/C=C/c3nn[n-]n3)c[nH]c2c1	Fc1ccc2c(/C=C/c3nn[n-]n3)c[nH]c2c1
4.1	3.5	15	basic	Fc1cccc(-c2c[nH]c3ncccc23)c1	Fc1cccc(-c2c[nH]c3ncccc23)c1
10.2	6.72	10	basic	Fc1ccccc1C1=Cc2ccccc2C2=[NH+]CCN12	Fc1ccccc1C1=Cc2ccccc2C2=[NH+]CCN12
3.7	5.9	9	acidic	Ic1cccc(-c2nn[n-]n2)c1	Ic1cccc(-c2nn[n-]n2)c1
3.7	6.99	10	acidic	N#Cc1c(-c2ccc(Cl)cc2)nc(SCC(=O)Nc2ccc(Cl)cc2)[nH]c1=O	N#Cc1c(-c2ccc(Cl)cc2)nc(SCC(=O)Nc2ccc(Cl)cc2)[nH]c1=O
4.5	6.8	9	acidic	N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O	N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O
7.0	7.34	7	basic	N#Cc1cc(C[NH+]2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F	N#Cc1cc(C[NH+]2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F
5.3	3.71	14	basic	N#Cc1ccc2[nH]cc(-c3ccnc(N)n3)c2c1	N#Cc1ccc2[nH]cc(-c3ccnc(N)n3)c2c1
4.6	6.18	12	basic	N#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1	N#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1
3.9	3.88	8	acidic	N#Cc1cccc(Nc2ccccc2C(=O)[O-])c1	N#Cc1cccc(Nc2ccccc2C(=O)[O-])c1
7.5	7.28	9	acidic	N#Cc1cnc(NC(=O)Nc2ccc(Cl)c(Cl)c2)s1	N#Cc1cnc(NC(=O)Nc2ccc(Cl)c(Cl)c2)s1
8.3	7.28	9	acidic	N#Cc1csc(NC(=O)Nc2ccc(Cl)c(Cl)c2)n1	N#Cc1csc(NC(=O)Nc2ccc(Cl)c(Cl)c2)n1
4.2	4.35	8	acidic	N#Cc1ncc2cc(COc3ccc(C(=O)[O-])cc3)n(CCC3CCCCC3)c2n1	N#Cc1ncc2cc(COc3ccc(C(=O)[O-])cc3)n(CCC3CCCCC3)c2n1
4.5	4.0	31	acidic	N#Cc1ncc2cc(COc3cccc(CCC(=O)[O-])c3)n(CCC3CCCCC3)c2n1	N#Cc1ncc2cc(COc3cccc(CCC(=O)[O-])c3)n(CCC3CCCCC3)c2n1
5.4	5.99	10	basic	NC(=O)c1ccc(-c2cc(-c3ccccc3)cnc2N)cc1	NC(=O)c1ccc(-c2cc(-c3ccccc3)cnc2N)cc1
4.0	3.97	14	basic	NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1	NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1
9.55	10.37	9	basic	NC1=[NH+]c2ccccc2CC1	NC1=[NH+]c2ccccc2CC1
8.26	10.66	10	acidic	NS(=O)(=O)Oc1ccc2nc(C=C3C4CC5CC(C4)CC3C5)oc2c1	NS(=O)(=O)Oc1ccc2nc(C=C3C4CC5CC(C4)CC3C5)oc2c1
3.9	3.21	17	basic	Nc1ccc(-c2cc3ccccc3oc2=O)cc1	Nc1ccc(-c2cc3ccccc3oc2=O)cc1
7.5	6.16	9	basic	Nc1ccc2ccccc2n1	Nc1ccc2ccccc2n1
10.8	11.6	17	acidic	Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O	Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
2.9	3.44	8	basic	Nc1n[nH]c2cc(Br)ccc12	Nc1n[nH]c2cc(Br)ccc12
6.9	6.48	15	basic	Nc1nc(-c2ccccc2)cc2ccccc12	Nc1nc(-c2ccccc2)cc2ccccc12
5.6	5.98	11	basic	Nc1nc(-c2ccccn2)nc(N)c1Cc1ccc(Cl)cc1Cl	Nc1nc(-c2ccccn2)nc(N)c1Cc1ccc(Cl)cc1Cl
6.9	6.45	13	basic	Nc1nccc(N2CCc3ccc(Br)cc32)n1	Nc1nccc(N2CCc3ccc(Br)cc32)n1
4.7	5.33	16	basic	Nc1ncnc2ccc(-c3cccc(F)c3)nc12	Nc1ncnc2ccc(-c3cccc(F)c3)nc12
4.5	5.32	6	basic	Nc1ncnc2ccc(-c3ccnc(F)c3)nc12	Nc1ncnc2ccc(-c3ccnc(F)c3)nc12
6.1	7.09	7	basic	O=C(/C=C/c1ccc(Br)cc1)N1CC[NH+](Cc2ccccc2)CC1	O=C(/C=C/c1ccc(Br)cc1)N1CC[NH+](Cc2ccccc2)CC1
5.1	4.89	16	basic	O=C(CSc1nccn1C1CCCC1)Nc1ccc(C(F)(F)F)cc1	O=C(CSc1nccn1C1CCCC1)Nc1ccc(C(F)(F)F)cc1
3.6	2.82	28	basic	O=C(Cc1ccccc1)N1CCCC12CCN(c1cnc3ccccc3n1)CC2	O=C(Cc1ccccc1)N1CCCC12CCN(c1cnc3ccccc3n1)CC2
9.9	9.2	8	acidic	O=C(NC(=O)c1ccccc1)c1ccccc1	O=C(NC(=O)c1ccccc1)c1ccccc1
8.77	6.8	11	basic	O=C(NCC[NH+]1CCC(n2c(=O)[nH]c3cc(F)ccc32)CC1)c1ccc(F)cc1	O=C(NCC[NH+]1CCC(n2c(=O)[nH]c3cc(F)ccc32)CC1)c1ccc(F)cc1
5.9	6.32	24	basic	O=C(NCc1ccc(Cl)cc1)c1cn2c(CCO)cc3cc(C[NH+]4CCOCC4)cc(c1=O)c32	O=C(NCc1ccc(Cl)cc1)c1cn2c(CCO)cc3cc(C[NH+]4CCOCC4)cc(c1=O)c32
8.7	8.78	16	acidic	O=C(NO)C1c2ccccc2-c2ccccc21	O=C(NO)C1c2ccccc2-c2ccccc21
8.4	8.78	17	acidic	O=C(NO)C1c2ccccc2Oc2ccccc21	O=C(NO)C1c2ccccc2Oc2ccccc21
3.4	2.6	9	acidic	O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1	O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1
3.8	3.23	4	basic	O=C(Nc1ccc(F)c(Cl)c1)C1CCN(c2ncccn2)CC1	O=C(Nc1ccc(F)c(Cl)c1)C1CCN(c2ncccn2)CC1
5.2	5.02	24	basic	O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1	O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1
6.3	7.18	16	acidic	O=C(Nc1cccc(Cl)c1)c1ccc(Cl)cc1O	O=C(Nc1cccc(Cl)c1)c1ccc(Cl)cc1O
7.2	7.93	16	acidic	O=C(Nc1cccc(Cl)c1)c1ccccc1O	O=C(Nc1cccc(Cl)c1)c1ccccc1O
4.1	4.73	23	basic	O=C(Nc1cccc2cnccc12)c1ccc(-c2ccccc2)cc1	O=C(Nc1cccc2cnccc12)c1ccc(-c2ccccc2)cc1
3.2	3.55	23	acidic	O=C(Nc1ccccc1C(=O)[O-])c1ccc(-c2ccccc2)cc1	O=C(Nc1ccccc1C(=O)[O-])c1ccc(-c2ccccc2)cc1
3.3	3.55	24	acidic	O=C(Nc1ccccc1C(=O)[O-])c1cccc(Oc2ccccc2)c1	O=C(Nc1ccccc1C(=O)[O-])c1cccc(Oc2ccccc2)c1
10.5	7.89	15	acidic	O=C(Nc1nccs1)C(CC1CCCC1)c1ccc(Cl)cc1	O=C(Nc1nccs1)C(CC1CCCC1)c1ccc(Cl)cc1
5.8	7.87	11	acidic	O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)s1	O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc(Cl)s1
5.7	9.02	12	acidic	O=C(Nc1nnc(-c2cccs2)o1)c1cccc(C(F)(F)F)c1	O=C(Nc1nnc(-c2cccs2)o1)c1cccc(C(F)(F)F)c1
3.51	3.81	17	acidic	O=C([O-])COc1ccc(Cl)cc1C1CCCCC1	O=C([O-])COc1ccc(Cl)cc1C1CCCCC1
3.48	3.9	18	acidic	O=C([O-])COc1ccc(Cl)cc1C1CCCCCC1	O=C([O-])COc1ccc(Cl)cc1C1CCCCCC1
3.0	3.87	17	acidic	O=C([O-])COc1ccc2c(c1)Cc1ccccc1-2	O=C([O-])COc1ccc2c(c1)Cc1ccccc1-2
3.5	4.21	19	acidic	O=C([O-])CSc1ncnc2cc(-c3ccc(Br)cc3)sc12	O=C([O-])CSc1ncnc2cc(-c3ccc(Br)cc3)sc12
3.9	4.07	14	acidic	O=C([O-])c1ccc(-c2ccccc2)cc1	O=C([O-])c1ccc(-c2ccccc2)cc1
4.1	3.83	23	acidic	O=C([O-])c1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)cc1	O=C([O-])c1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)cc1
3.2	3.88	27	acidic	O=C([O-])c1ccc(-c2nn(C(=O)c3c(Cl)cccc3Cl)c3ccccc23)cc1	O=C([O-])c1ccc(-c2nn(C(=O)c3c(Cl)cccc3Cl)c3ccccc23)cc1
4.2	4.15	29	acidic	O=C([O-])c1ccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1	O=C([O-])c1ccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1
4.45	4.06	23	acidic	O=C([O-])c1ccc(NCc2cccc(Oc3ccccc3)c2)cn1	O=C([O-])c1ccc(NCc2cccc(Oc3ccccc3)c2)cn1
3.9	3.87	8	acidic	O=C([O-])c1ccccc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1	O=C([O-])c1ccccc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
3.9	3.86	8	acidic	O=C([O-])c1ccccc1Nc1cc(F)cc(C(F)(F)F)c1	O=C([O-])c1ccccc1Nc1cc(F)cc(C(F)(F)F)c1
4.39	3.89	8	acidic	O=C([O-])c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1	O=C([O-])c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1
3.3	2.82	31	basic	O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1c[nH]c2ccccc12	O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1c[nH]c2ccccc12
3.3	2.82	28	basic	O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1ccccc1	O=C1CCCC2(CCN(c3cnc4ccccc4n3)CC2)N1Cc1ccccc1
11.7	11.68	12	acidic	O=C1CCN(Cc2ccccc2)C(=O)N1	O=C1CCN(Cc2ccccc2)C(=O)N1
8.3	8.06	10	acidic	O=C1CN(c2ccccc2)C(=O)N1	O=C1CN(c2ccccc2)C(=O)N1
3.8	3.71	7	basic	O=C1CN=C(c2ccccc2)c2cc3ccccc3cc2N1	O=C1CN=C(c2ccccc2)c2cc3ccccc3cc2N1
3.9	2.82	31	basic	O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1cnc3ccccc3n1)CC2	O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1cnc3ccccc3n1)CC2
3.8	3.23	27	basic	O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1ncccn1)CC2	O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1ncccn1)CC2
3.75	2.82	9	basic	O=C1N(Cc2cccc3[nH]ccc23)CCCC12CCN(c1cnc3ccccc3n1)CC2	O=C1N(Cc2cccc3[nH]ccc23)CCCC12CCN(c1cnc3ccccc3n1)CC2
3.6	2.82	28	basic	O=C1N(Cc2ccccc2)CCCC12CCN(c1cnc3ccccc3n1)CC2	O=C1N(Cc2ccccc2)CCCC12CCN(c1cnc3ccccc3n1)CC2
9.3	9.65	13	acidic	O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCOCC2)nc2ccccc12	O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCOCC2)nc2ccccc12
8.7	10.25	12	acidic	O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21	O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21
5.3	6.62	8	acidic	O=Cc1cc(Br)cc(Br)c1O	O=Cc1cc(Br)cc(Br)c1O
8.55	9.17	12	basic	O=NC(=O)CCc1ccc(C[NH+]2CCC(c3c[nH]c4ccccc34)CC2)cc1	O=NC(=O)CCc1ccc(C[NH+]2CCC(c3c[nH]c4ccccc34)CC2)cc1
8.845	9.73	13	basic	O=NC(=O)CCc1ccc(C[NH2+]CC23CC4CC(CC(C4)C2)C3)cc1	O=NC(=O)CCc1ccc(C[NH2+]CC23CC4CC(CC(C4)C2)C3)cc1
7.3	8.27	7	acidic	O=S(=O)(Nc1cc(F)ccc1F)c1ccc2[nH]c3c(c2c1)CCCC3	O=S(=O)(Nc1cc(F)ccc1F)c1ccc2[nH]c3c(c2c1)CCCC3
8.2	7.44	30	acidic	O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1	O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
6.4	6.23	26	basic	O=S(=O)(c1ccccc1)n1cc(-c2cccc3nccn23)c2ccccc21	O=S(=O)(c1ccccc1)n1cc(-c2cccc3nccn23)c2ccccc21
7.87	8.14	7	acidic	O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCOC2	O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCOC2
7.94	8.14	7	acidic	O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2	O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2
4.42	5.67	21	acidic	O=c1[nH]c2c(Cc3nn[n-]n3)c3ccccc3n2c2ccccc12	O=c1[nH]c2c(Cc3nn[n-]n3)c3ccccc3n2c2ccccc12
8.1	6.85	17	acidic	O=c1[nH]c2cc(-c3ccc(F)cc3)ccc2cc1[O-]	O=c1[nH]c2cc(-c3ccc(F)cc3)ccc2cc1[O-]
